"";"idPartida";"id";"jogador";"equipe";"tipo";"tempo";"quarto";"placar";"posX";"posY";"msg";"X"
"NA.39597";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39598";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39599";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39600";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39601";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39602";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39603";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39604";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39605";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39606";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39607";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39608";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39609";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39610";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39611";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39612";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39613";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39614";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39615";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39616";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39617";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39618";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39619";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39620";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39621";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39622";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39623";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39624";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39625";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39626";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39627";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39628";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39629";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39630";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39631";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39632";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39633";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39634";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39635";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39636";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39637";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39638";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39639";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39640";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39641";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39642";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39643";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39644";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39645";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39646";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39647";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39648";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39649";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39650";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39651";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39652";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39653";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39654";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39655";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39656";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39657";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39658";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39659";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39660";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39661";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39662";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39663";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39664";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39665";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39666";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39668";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39669";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39670";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39671";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39672";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39673";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39674";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39675";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39676";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39677";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39678";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39679";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39680";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39681";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39682";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39683";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39684";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39685";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39686";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39687";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39688";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39689";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39690";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39691";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39692";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39693";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39694";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39695";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39696";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39697";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39698";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39699";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39700";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39701";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39702";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39703";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39704";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39705";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39706";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39707";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39708";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39709";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39710";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39711";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39712";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39713";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39714";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39715";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39716";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39717";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39718";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39719";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39720";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39721";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39722";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39723";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39724";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39725";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39726";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39727";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39728";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39729";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39730";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39731";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39732";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39733";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39734";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39735";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39736";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39737";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39738";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39739";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39740";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39741";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39742";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39743";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39744";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39745";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39746";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39747";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39748";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39749";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39750";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39751";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39752";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39753";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39754";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39755";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39756";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39757";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39758";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39759";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39760";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39761";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39762";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39763";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39764";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39765";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39766";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39767";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39768";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39769";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39770";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39771";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39772";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39773";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39774";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39775";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39776";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39777";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39778";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39779";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39780";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39781";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39782";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39783";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39784";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39785";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39786";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39787";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39788";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39789";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39790";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39791";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39792";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39793";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39794";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39795";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39796";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39797";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39798";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39799";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39801";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39802";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39803";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39804";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39805";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39806";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39807";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39808";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39809";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39810";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39811";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39812";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39813";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39814";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39815";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39816";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39817";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39818";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39819";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39820";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39821";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39822";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39823";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39824";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39825";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39826";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39827";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39828";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39829";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39830";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39831";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39832";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39833";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39834";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39836";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39837";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39838";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39839";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39840";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39841";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39842";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39843";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39844";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39845";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39846";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39847";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39848";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39849";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39850";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39851";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39852";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39853";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39854";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39855";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39856";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39857";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39858";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39859";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39860";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39861";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39862";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39863";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39864";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39865";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39866";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39867";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39868";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39869";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39870";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39871";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39872";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39873";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39874";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39876";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39877";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39878";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39879";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39880";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39881";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39882";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39883";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39884";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39885";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39886";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39887";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39888";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39889";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39890";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39891";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39892";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39893";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39894";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39895";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39896";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39897";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39898";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39899";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39900";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39901";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39902";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39903";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39904";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39905";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39906";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39907";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39908";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39909";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39910";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39911";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39912";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39913";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39914";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39915";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39916";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39917";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39918";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39919";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39920";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
